F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ
169916,0.0166668,3.82935379259288,0.9046273,0.5109642,-0.7029346,12.76757,7.709248,2.627765
169920,0.0166671,3.84602089226246,0.9087277,0.5099949,-0.7038881,12.84951,7.430238,2.285169
169922,0.0166671,3.86268799193203,0.9106359,0.5093316,-0.7043594,12.86372,7.323381,2.130683
169926,0.0166668,3.87935479171574,0.9143935,0.5082968,-0.7051091,12.83292,7.114325,1.753346
169928,0.0166669,3.89602169208229,0.9159887,0.5079175,-0.7053898,12.79319,7.034102,1.590706
169934,0.01667,3.91269169189036,0.9191734,0.5070361,-0.7057701,12.72888,6.912619,1.382296
169936,0.0166643,3.92935599200428,0.9206961,0.5066925,-0.7058454,12.71265,6.870275,1.322005
169940,0.0166667,3.94602269120514,0.9237038,0.5061351,-0.7055904,12.69775,6.804871,1.18533
169942,0.0166666,3.96268929168582,0.9251708,0.5060259,-0.7052314,12.7016,6.787958,1.093024
169944,0.0166682,3.97935749217868,0.9266492,0.5059094,-0.7046794,12.72897,6.786619,0.9802943
169950,0.0166662,3.99602369219065,0.9293075,0.5058016,-0.7032379,12.78275,6.79331,0.8116
169954,0.0166667,4.01269039139152,0.9321062,0.5055321,-0.7011217,12.81147,6.792089,0.6821361
169956,0.016668,4.0293583907187,0.9333668,0.5051605,-0.6999792,12.85003,6.786689,0.6328939
169960,0.0166679,4.04602629132569,0.9359022,0.5045375,-0.6971629,13.03736,6.752939,0.6217093
169962,0.0166661,4.06269239075482,0.9370719,0.504511,-0.6955469,13.13137,6.743364,0.6411223
169964,0.0166677,4.07936009019613,0.9382453,0.5042776,-0.6937102,13.20461,6.718519,0.6653831
169970,0.016667,4.09602708928287,0.9401869,0.5044619,-0.6901515,13.32888,6.660509,0.729129
169974,0.0166669,4.11269398964942,0.9417697,0.5051346,-0.6864994,13.47548,6.580482,0.7742198
169976,0.0166664,4.12936038896441,0.9424115,0.5055336,-0.6847854,13.53209,6.543789,0.7769398
169978,0.0166669,4.14602728933096,0.9430953,0.5061082,-0.6827617,13.58879,6.495792,0.7578396
169982,0.0166669,4.1626941896975,0.9438514,0.5071614,-0.6798406,13.63752,6.430666,0.7129344
169984,0.016667,4.17936118878424,0.9441494,0.5078864,-0.6782882,13.63974,6.396256,0.6763387
169990,0.0166671,4.19602828845382,0.9443896,0.5088097,-0.6759577,13.57383,6.362792,0.608037
169992,0.0169558,4.2129840888083,0.9443535,0.5090867,-0.6749108,13.53248,6.364858,0.5685419
169996,0.0166665,4.22965058870614,0.9440082,0.509222,-0.6736771,13.53909,6.405947,0.4389665
169998,0.0166671,4.24631768837571,0.9436269,0.5090489,-0.6733423,13.57394,6.463109,0.3417311
170002,0.0166669,4.26298458874226,0.9427513,0.5082877,-0.6733614,13.60396,6.598379,0.2048707
170006,0.0166667,4.27965128794312,0.9420998,0.5074289,-0.6736898,13.5782,6.700727,0.1391902
170010,0.0166671,4.2963183876127,0.9408861,0.5055556,-0.6744179,13.45817,6.857193,0.05286436
170014,0.0167143,4.31303268671036,0.9391921,0.5026492,-0.6755397,13.19814,7.013177,359.9222
170016,0.0166665,4.3296991866082,0.938243,0.5005271,-0.6763449,13.07158,7.08448,359.8503
170020,0.016667,4.34636618569493,0.9364281,0.4963428,-0.6778794,12.91076,7.238297,359.6933
170022,0.0166656,4.36303178593516,0.9354459,0.4941222,-0.6787144,12.8772,7.335155,359.6063
170024,0.016669,4.37970078550279,0.9341848,0.4909387,-0.6798788,12.87278,7.440408,359.5404
170028,0.016666,4.39636678621173,0.9322576,0.4862008,-0.6816067,12.92875,7.599574,359.5302
170034,0.0166675,4.41303428635001,0.9301245,0.4814955,-0.6833535,13.1001,7.790329,359.5893
170036,0.0166661,4.42970038577914,0.9291057,0.4794197,-0.6841468,13.21023,7.865181,359.6059
170040,0.0166688,4.44636918604374,0.9271984,0.4768277,-0.6852869,13.48552,8.015718,359.6706
170042,0.0166652,4.46303438581526,0.9264256,0.4763683,-0.6855893,13.61088,8.067641,359.7571
170046,0.0166674,4.47970178537071,0.9248842,0.4763157,-0.6858848,13.8651,8.110504,0.07627006
170048,0.0166664,4.49636818468571,0.9241728,0.4768058,-0.685796,13.98538,8.093352,0.2824737
